"probeID"	"GeneSymbol"
"11760842_at"	"CTAGE3P"
"11760843_x_at"	"CTAGE3P"
"11760844_a_at"	"RPN2"
"11760845_x_at"	"GABARAPL3"
"11760846_at"	"---"
"11760847_at"	"KCNMB1"
"11760848_at"	"ECE2"
"11760849_a_at"	"INADL"
"11760850_x_at"	"INADL"
"11760851_s_at"	"ARID5A"
"11760852_at"	"TRIML1"
"11760853_a_at"	"LOC105376033"
"11760853_a_at"	"ZCCHC7"
"11760854_x_at"	"ZCCHC7"
"11760855_at"	"---"
"11760856_at"	"FAM185A"
"11760857_a_at"	"CACNB3"
"11760858_a_at"	"KLC1"
"11760859_x_at"	"SAFB"
"11760860_at"	"SUMF1"
"11760861_at"	"WBSCR16"
"11760862_at"	"OLA1"
"11760863_at"	"NBR1"
"11760864_at"	"TMEFF2"
"11760865_at"	"MLH1"
"11760866_x_at"	"CALCOCO1"
"11760867_at"	"OXA1L"
"11760868_a_at"	"ACOT8"
"11760869_x_at"	"ACOT8"
"11760870_at"	"PARPBP"
"11760871_x_at"	"PMPCA"
"11760872_at"	"TNFRSF1A"
"11760873_at"	"TTC26"
"11760874_at"	"USP36"
"11760875_at"	"RARG"
"11760876_at"	"ADD2"
"11760877_x_at"	"CEP70"
"11760878_x_at"	"HLA-DPB1"
"11760879_x_at"	"RPL7L1"
"11760880_a_at"	"STAT2"
"11760881_x_at"	"TTF2"
"11760882_a_at"	"SIVA1"
"11760883_at"	"FADD"
"11760884_s_at"	"ZNF397"
"11760885_a_at"	"RXRB"
"11760886_at"	"GPR89B"
"11760887_a_at"	"PIGL"
"11760888_at"	"TMEM134"
"11760889_a_at"	"LOC220729"
"11760890_x_at"	"LOC220729"
"11760891_s_at"	"GPAT2"
"11760892_at"	"LY9"
"11760893_x_at"	"SERGEF"
"11760894_s_at"	"SRSF5"
"11760925_a_at"	"MSTO1"
"11760925_a_at"	"MSTO2P"
"11760926_at"	"CENPT"
"11760927_a_at"	"LRCH3"
"11760928_x_at"	"LRCH3"
"11760929_x_at"	"IGHG1"
"11760929_x_at"	"IGHG3"
"11760929_x_at"	"IGHM"
"11760929_x_at"	"IGHV4-31"
"11760930_at"	"ACAD8"
"11760931_x_at"	"AQP3"
"11760932_s_at"	"TEFM"
"11760933_at"	"HSD17B7P2"
"11760934_x_at"	"HSD17B7P2"
"11760935_x_at"	"KRT6B"
"11760936_at"	"CMTM5"
"11760937_x_at"	"CYP19A1"
"11760938_a_at"	"MAT2A"
"11760939_a_at"	"SSX2IP"
"11760940_at"	"HDAC6"
"11760941_at"	"PLEKHM1P"
"11760942_s_at"	"STAG3L1"
"11760942_s_at"	"STAG3L3"
"11760943_at"	"TPCN1"
"11760944_at"	"GAA"
"11760945_at"	"BMP1"
"11760946_at"	"PSMC2"
"11760947_at"	"POLK"
"11760948_at"	"ANAPC2"
"11760949_a_at"	"UROD"
"11760950_x_at"	"UROD"
"11760951_x_at"	"RPS6KB2"
"11760952_x_at"	"HNRNPD"
"11760953_x_at"	"UBXN11"
"11760954_x_at"	"EIF3G"
"11760955_at"	"NDUFA8"
"11760956_x_at"	"GGNBP2"
"11760957_at"	"BCL7C"
"11760958_at"	"C10orf128"
"11760959_a_at"	"RABGAP1L"
"11760960_at"	"EML2"
"11760961_x_at"	"EML2"
"11760962_at"	"LPXN"
"11760963_x_at"	"LOC102724250"
"11760963_x_at"	"NBPF1"
"11760964_x_at"	"NBPF1"
"11760965_at"	"TTC3P1"
"11760966_a_at"	"SLC25A14"
"11760967_at"	"RGS1"
"11760968_at"	"NTN5"
"11760969_a_at"	"IP6K2"
"11760970_at"	"RBM23"
"11760971_at"	"TMCO6"
"11760972_x_at"	"C9orf9"
"11760973_at"	"ARHGAP25"
"11760974_a_at"	"SP2"
"11760975_at"	"SP2"
"11760976_a_at"	"APBB1"
"11760977_a_at"	"TYMP"
"11760978_at"	"SUGP1"
"11760979_at"	"NR4A1"
"11760980_at"	"PLA2G6"
"11760981_a_at"	"CDK10"
"11760982_at"	"CDK10"
"11760983_at"	"L3MBTL4"
"11760984_a_at"	"RGS3"
"11760985_at"	"EMC4"
"11760986_at"	"CCDC22"
"11760987_a_at"	"SLC17A3"
"11760988_at"	"LRRC41"
"11760989_at"	"GLS"
"11760990_x_at"	"ARMCX4"
"11760991_a_at"	"CKMT1A"
"11760991_a_at"	"CKMT1B"
"11760992_at"	"L3HYPDH"
"11760993_at"	"SDCBP2"
"11760994_at"	"WARS"
"11760995_a_at"	"WRB"
"11760996_at"	"TRAPPC4"
"11760997_at"	"ARHGAP27"
"11760998_a_at"	"COQ6"
"11760999_a_at"	"ARHGEF28"
"11761000_at"	"ANKMY1"
"11761001_at"	"RHD"
"11761002_x_at"	"RHD"
"11761003_s_at"	"CBWD1"
"11761003_s_at"	"CBWD2"
"11761003_s_at"	"CBWD3"
"11761003_s_at"	"CBWD5"
"11761004_at"	"NDUFS2"
"11761005_x_at"	"NDUFS2"
"11761006_x_at"	"CDK10"
"11761007_at"	"FIBP"
"11761008_a_at"	"TASP1"
"11761009_a_at"	"TES"
"11761010_a_at"	"CKMT1A"
"11761010_a_at"	"CKMT1B"
"11761011_at"	"PRC1"
"11761012_x_at"	"LOC102724728"
"11761012_x_at"	"POM121L7"
"11761012_x_at"	"POM121L8P"
"11761013_at"	"PCNA"
"11761014_at"	"PKMYT1"
"11761015_at"	"NDUFB9"
"11761016_at"	"ICAM2"
"11761017_x_at"	"SDHAP1"
"11761017_x_at"	"SDHAP2"
"11761018_a_at"	"ACAD8"
"11761019_at"	"LINC00525"
"11761020_at"	"---"
"11761022_s_at"	"LOC100507412"
"11761023_at"	"COQ9"
"11761024_a_at"	"CCDC12"
"11761025_a_at"	"DMAP1"
"11761026_x_at"	"MBD1"
"11761027_x_at"	"FCRL5"
"11761028_at"	"GTF3C5"
"11761029_at"	"SLC11A1"
"11761030_x_at"	"SLC11A1"
"11761031_x_at"	"RPS28"
"11761032_at"	"CCNG2"
"11761033_at"	"SCARA5"
"11761034_at"	"APBB1IP"
"11761035_at"	"ZNF394"
"11761036_at"	"ANKRD44"
"11761037_x_at"	"ARL16"
"11761038_a_at"	"MYD88"
"NM_001286426 /// NM_001286428 /// NM_003800 /// XM_011536219 /// XR_942617"	"OTTHUMG00000031953	27131	Q9Y5X3"
"NM_001286426 /// NM_001286428 /// NM_003800 /// XM_011536219 /// XR_942617"	"Q53FH8"
"NM_001286426 /// NM_001286428 /// NM_003800 /// XM_011536219 /// XR_942617"	"B7Z476"
"NM_001286426 /// NM_001286428 /// NM_003800 /// XM_011536219 /// XR_942617"	"Q6P5V6"
"NM_001286426 /// NM_001286428 /// NM_003800 /// XM_011536219 /// XR_942617"	"A0A087WUY5	---	605937	NP_001269383"
"NM_001286426 /// NM_001286428 /// NM_003800 /// XM_011536219 /// XR_942617"	"NP_055241"
"NM_001286426 /// NM_001286428 /// NM_003800 /// XM_011536219 /// XR_942617"	"NP_689413	NM_001282454"
"NM_001286426 /// NM_001286428 /// NM_003800 /// XM_011536219 /// XR_942617"	"NM_014426"
"NM_001286426 /// NM_001286428 /// NM_003800 /// XM_011536219 /// XR_942617"	"OTTHUMG00000132562	252884	Q96N95	---	609600	NP_665699"
"NM_001286426 /// NM_001286428 /// NM_003800 /// XM_011536219 /// XR_942617"	"XP_005258293"
"NM_001286426 /// NM_001286428 /// NM_003800 /// XM_011536219 /// XR_942617"	"XP_005258294"
"NM_001286426 /// NM_001286428 /// NM_003800 /// XM_011536219 /// XR_942617"	"XP_006722495"
"NM_001286426 /// NM_001286428 /// NM_003800 /// XM_011536219 /// XR_942617"	"XP_011524201	NM_145756"
"NM_001286426 /// NM_001286428 /// NM_003800 /// XM_011536219 /// XR_942617"	"XM_005258236"
"NM_001286426 /// NM_001286428 /// NM_003800 /// XM_011536219 /// XR_942617"	"XM_005258237"
"NM_001286426 /// NM_001286428 /// NM_003800 /// XM_011536219 /// XR_942617"	"XM_006722432"
"NM_001286426 /// NM_001286428 /// NM_003800 /// XM_011536219 /// XR_942617"	"OTTHUMG00000150142	1084	P40198"
"NM_001286426 /// NM_001286428 /// NM_003800 /// XM_011536219 /// XR_942617"	"B7Z5B4	---	609142	NP_001264092"
"NM_001286426 /// NM_001286428 /// NM_003800 /// XM_011536219 /// XR_942617"	"NP_001806	NM_001277163"
"NM_001286426 /// NM_001286428 /// NM_003800 /// XM_011536219 /// XR_942617"	"NM_001815"
"NM_001286426 /// NM_001286428 /// NM_003800 /// XM_011536219 /// XR_942617"	"P01848"
"NM_001286426 /// NM_001286428 /// NM_003800 /// XM_011536219 /// XR_942617"	"P04437"
"NM_001286426 /// NM_001286428 /// NM_003800 /// XM_011536219 /// XR_942617"	"Q96TA2"
"NM_001286426 /// NM_001286428 /// NM_003800 /// XM_011536219 /// XR_942617"	"Q8WUD0"
"NM_001286426 /// NM_001286428 /// NM_003800 /// XM_011536219 /// XR_942617"	"Q6P4I7"
"NM_001286426 /// NM_001286428 /// NM_003800 /// XM_011536219 /// XR_942617"	"Q6PJ89"
"NM_001286426 /// NM_001286428 /// NM_003800 /// XM_011536219 /// XR_942617"	"Q96I63"
"NM_001286426 /// NM_001286428 /// NM_003800 /// XM_011536219 /// XR_942617"	"Q9Y2Q2"
"NM_001286426 /// NM_001286428 /// NM_003800 /// XM_011536219 /// XR_942617"	"Q6P4G7"
"NM_001286426 /// NM_001286428 /// NM_003800 /// XM_011536219 /// XR_942617"	"Q6PJ56"
"NM_001286426 /// NM_001286428 /// NM_003800 /// XM_011536219 /// XR_942617"	"Q6IPR8"
"NM_001286426 /// NM_001286428 /// NM_003800 /// XM_011536219 /// XR_942617"	"A2NVQ1"
"NM_001286426 /// NM_001286428 /// NM_003800 /// XM_011536219 /// XR_942617"	"Q6IRV4"
"NM_001286426 /// NM_001286428 /// NM_003800 /// XM_011536219 /// XR_942617"	"Q2YD82"
"NM_001286426 /// NM_001286428 /// NM_003800 /// XM_011536219 /// XR_942617"	"Q6NS93"
"NM_001286426 /// NM_001286428 /// NM_003800 /// XM_011536219 /// XR_942617"	"Q6NSA0"
"NM_001286426 /// NM_001286428 /// NM_003800 /// XM_011536219 /// XR_942617"	"B7Z8B9"
"NM_001286426 /// NM_001286428 /// NM_003800 /// XM_011536219 /// XR_942617"	"B7Z8B2"
"NM_001286426 /// NM_001286428 /// NM_003800 /// XM_011536219 /// XR_942617"	"Q6NSA6"
"NM_001286426 /// NM_001286428 /// NM_003800 /// XM_011536219 /// XR_942617"	"A8K5H7"
"NM_001286426 /// NM_001286428 /// NM_003800 /// XM_011536219 /// XR_942617"	"B7Z711"
"NM_001286426 /// NM_001286428 /// NM_003800 /// XM_011536219 /// XR_942617"	"B7Z6X5"
"NM_001286426 /// NM_001286428 /// NM_003800 /// XM_011536219 /// XR_942617"	"B7Z8C2"
"NM_001286426 /// NM_001286428 /// NM_003800 /// XM_011536219 /// XR_942617"	"Q6PIP7"
"NM_001286426 /// NM_001286428 /// NM_003800 /// XM_011536219 /// XR_942617"	"B7Z6W9"
"NM_001286426 /// NM_001286428 /// NM_003800 /// XM_011536219 /// XR_942617"	"Q6NSA1	---	607472	NP_001240795"
"NM_001286426 /// NM_001286428 /// NM_003800 /// XM_011536219 /// XR_942617"	"NP_055078"
"NM_001286426 /// NM_001286428 /// NM_003800 /// XM_011536219 /// XR_942617"	"NP_647473"
"NM_001286426 /// NM_001286428 /// NM_003800 /// XM_011536219 /// XR_942617"	"XP_011517602	NM_001253866"
"NM_001286426 /// NM_001286428 /// NM_003800 /// XM_011536219 /// XR_942617"	"NM_014263"
"NM_001286426 /// NM_001286428 /// NM_003800 /// XM_011536219 /// XR_942617"	"NM_139312"
"NM_001286426 /// NM_001286428 /// NM_003800 /// XM_011536219 /// XR_942617"	"NM_139313"
"NM_001286426 /// NM_001286428 /// NM_003800 /// XM_011536219 /// XR_942617"	"XR_111094"
"NM_001286426 /// NM_001286428 /// NM_003800 /// XM_011536219 /// XR_942617"	"B7ZB71"
"NM_001286426 /// NM_001286428 /// NM_003800 /// XM_011536219 /// XR_942617"	"B4DHK7"
"NM_001286426 /// NM_001286428 /// NM_003800 /// XM_011536219 /// XR_942617"	"B4E307"
"NM_001286426 /// NM_001286428 /// NM_003800 /// XM_011536219 /// XR_942617"	"Q8MH63	---	613182	NP_001026997"
"NM_001286426 /// NM_001286428 /// NM_003800 /// XM_011536219 /// XR_942617"	"XP_011506882"
"NM_001286426 /// NM_001286428 /// NM_003800 /// XM_011536219 /// XR_942617"	"XP_011544181"
"NM_001286426 /// NM_001286428 /// NM_003800 /// XM_011536219 /// XR_942617"	"XP_011544182"
"NM_001286426 /// NM_001286428 /// NM_003800 /// XM_011536219 /// XR_942617"	"XP_011544183	NM_001031827"
"NM_001286426 /// NM_001286428 /// NM_003800 /// XM_011536219 /// XR_942617"	"NM_001031833"
"NM_001286426 /// NM_001286428 /// NM_003800 /// XM_011536219 /// XR_942617"	"XM_011508580"
"NM_001286426 /// NM_001286428 /// NM_003800 /// XM_011536219 /// XR_942617"	"XM_011545879"
"NM_001286426 /// NM_001286428 /// NM_003800 /// XM_011536219 /// XR_942617"	"XM_011545880"
"NM_001286426 /// NM_001286428 /// NM_003800 /// XM_011536219 /// XR_942617"	"B4DGP7"
"NM_001286426 /// NM_001286428 /// NM_003800 /// XM_011536219 /// XR_942617"	"OTTHUMG00000133354	189	P21549"
"NM_001286426 /// NM_001286428 /// NM_003800 /// XM_011536219 /// XR_942617"	"B7Z540"
"NM_001286426 /// NM_001286428 /// NM_003800 /// XM_011536219 /// XR_942617"	"A2V838"
"NM_001286426 /// NM_001286428 /// NM_003800 /// XM_011536219 /// XR_942617"	"B7Z548"
"NM_001286426 /// NM_001286428 /// NM_003800 /// XM_011536219 /// XR_942617"	"B2RCY4	EC:2.6.1.44"
"NM_001286426 /// NM_001286428 /// NM_003800 /// XM_011536219 /// XR_942617"	"EC:2.6.1.51	259900"
"NM_001286426 /// NM_001286428 /// NM_003800 /// XM_011536219 /// XR_942617"	"P41229	---	300534"
"NM_001286426 /// NM_001286428 /// NM_003800 /// XM_011536219 /// XR_942617"	"314690	NP_001140174"
"NM_001286426 /// NM_001286428 /// NM_003800 /// XM_011536219 /// XR_942617"	"NP_001269551"
"NM_001286426 /// NM_001286428 /// NM_003800 /// XM_011536219 /// XR_942617"	"NP_004178"
"NM_001286426 /// NM_001286428 /// NM_003800 /// XM_011536219 /// XR_942617"	"XP_005262092"
"NM_001286426 /// NM_001286428 /// NM_003800 /// XM_011536219 /// XR_942617"	"XP_006724672"
"NM_001286426 /// NM_001286428 /// NM_003800 /// XM_011536219 /// XR_942617"	"XP_011529126"
"NM_001286426 /// NM_001286428 /// NM_003800 /// XM_011536219 /// XR_942617"	"XP_011529127"
"NM_001286426 /// NM_001286428 /// NM_003800 /// XM_011536219 /// XR_942617"	"XP_011529128"
"NM_001286426 /// NM_001286428 /// NM_003800 /// XM_011536219 /// XR_942617"	"XP_011529129"
"NM_001286426 /// NM_001286428 /// NM_003800 /// XM_011536219 /// XR_942617"	"XP_011529130"
"NM_001286426 /// NM_001286428 /// NM_003800 /// XM_011536219 /// XR_942617"	"XP_011529131"
"NM_001286426 /// NM_001286428 /// NM_003800 /// XM_011536219 /// XR_942617"	"XP_011529132"
"NM_001286426 /// NM_001286428 /// NM_003800 /// XM_011536219 /// XR_942617"	"XP_011529133	NM_001146702"
"NM_001286426 /// NM_001286428 /// NM_003800 /// XM_011536219 /// XR_942617"	"NM_001282622"
"NM_001286426 /// NM_001286428 /// NM_003800 /// XM_011536219 /// XR_942617"	"NM_004187"
"NM_001286426 /// NM_001286428 /// NM_003800 /// XM_011536219 /// XR_942617"	"XM_005262035"
"NM_001286426 /// NM_001286428 /// NM_003800 /// XM_011536219 /// XR_942617"	"XM_006724609"
"NM_001286426 /// NM_001286428 /// NM_003800 /// XM_011536219 /// XR_942617"	"XM_011530824"
"NM_001286426 /// NM_001286428 /// NM_003800 /// XM_011536219 /// XR_942617"	"XM_011530825"
"NM_001286426 /// NM_001286428 /// NM_003800 /// XM_011536219 /// XR_942617"	"XM_011530826"
"NM_001286426 /// NM_001286428 /// NM_003800 /// XM_011536219 /// XR_942617"	"XM_011530827"
"NM_001286426 /// NM_001286428 /// NM_003800 /// XM_011536219 /// XR_942617"	"XM_011530828"
"NM_001286426 /// NM_001286428 /// NM_003800 /// XM_011536219 /// XR_942617"	"XM_011530829"
"NM_001286426 /// NM_001286428 /// NM_003800 /// XM_011536219 /// XR_942617"	"XM_011530830"
"NM_001286426 /// NM_001286428 /// NM_003800 /// XM_011536219 /// XR_942617"	"XM_011530831"
"NM_001286426 /// NM_001286428 /// NM_003800 /// XM_011536219 /// XR_942617"	"XR_938369"
"NM_001286426 /// NM_001286428 /// NM_003800 /// XM_011536219 /// XR_942617"	"XR_938370"
"NM_001286426 /// NM_001286428 /// NM_003800 /// XM_011536219 /// XR_942617"	"XR_938371"
"NM_001286426 /// NM_001286428 /// NM_003800 /// XM_011536219 /// XR_942617"	"XR_938372"
"NM_001286426 /// NM_001286428 /// NM_003800 /// XM_011536219 /// XR_942617"	"OTTHUMG00000150453	7994	Q92794"
"NM_001286426 /// NM_001286428 /// NM_003800 /// XM_011536219 /// XR_942617"	"A5PLL3"
"NM_001286426 /// NM_001286428 /// NM_003800 /// XM_011536219 /// XR_942617"	"A5PKX7	EC:2.3.1.48	601408"
"NM_001286426 /// NM_001286428 /// NM_003800 /// XM_011536219 /// XR_942617"	"616268	NP_001092882"
"NM_001286426 /// NM_001286428 /// NM_003800 /// XM_011536219 /// XR_942617"	"NP_001092883"
"NM_001286426 /// NM_001286428 /// NM_003800 /// XM_011536219 /// XR_942617"	"NP_001292807"
"NM_001286426 /// NM_001286428 /// NM_003800 /// XM_011536219 /// XR_942617"	"NP_006757"
"NM_001286426 /// NM_001286428 /// NM_003800 /// XM_011536219 /// XR_942617"	"XP_011542958"
"NM_001286426 /// NM_001286428 /// NM_003800 /// XM_011536219 /// XR_942617"	"XP_011542959"
"NM_001286426 /// NM_001286428 /// NM_003800 /// XM_011536219 /// XR_942617"	"XP_011542960"
"NM_001286426 /// NM_001286428 /// NM_003800 /// XM_011536219 /// XR_942617"	"XP_011542961"
"NM_001286426 /// NM_001286428 /// NM_003800 /// XM_011536219 /// XR_942617"	"XP_011542962	NM_001099412"
"NM_001286426 /// NM_001286428 /// NM_003800 /// XM_011536219 /// XR_942617"	"NM_001099413"
"NM_001286426 /// NM_001286428 /// NM_003800 /// XM_011536219 /// XR_942617"	"NM_001305878"
"NM_001286426 /// NM_001286428 /// NM_003800 /// XM_011536219 /// XR_942617"	"NM_006766"
"NM_001286426 /// NM_001286428 /// NM_003800 /// XM_011536219 /// XR_942617"	"XM_011544656"
"NM_001286426 /// NM_001286428 /// NM_003800 /// XM_011536219 /// XR_942617"	"XM_011544657"
"NM_001286426 /// NM_001286428 /// NM_003800 /// XM_011536219 /// XR_942617"	"XM_011544658"
"NM_001286426 /// NM_001286428 /// NM_003800 /// XM_011536219 /// XR_942617"	"XM_011544659"
"NM_001286426 /// NM_001286428 /// NM_003800 /// XM_011536219 /// XR_942617"	"Q8N2H1"
"NM_001286426 /// NM_001286428 /// NM_003800 /// XM_011536219 /// XR_942617"	"B4DTF0	EC:2.3.1.50	611120	NP_060797"
"NM_001286426 /// NM_001286428 /// NM_003800 /// XM_011536219 /// XR_942617"	"XP_011527580"
"NM_001286426 /// NM_001286428 /// NM_003800 /// XM_011536219 /// XR_942617"	"XP_011527581"
"NM_001286426 /// NM_001286428 /// NM_003800 /// XM_011536219 /// XR_942617"	"XP_011527582	NM_018327"
"NM_001286426 /// NM_001286428 /// NM_003800 /// XM_011536219 /// XR_942617"	"XM_011529278"
"NM_001286426 /// NM_001286428 /// NM_003800 /// XM_011536219 /// XR_942617"	"XM_011529279"
"NM_001286426 /// NM_001286428 /// NM_003800 /// XM_011536219 /// XR_942617"	"Q5VST9"
"NM_001286426 /// NM_001286428 /// NM_003800 /// XM_011536219 /// XR_942617"	"Q4KMX9"
"NM_001286426 /// NM_001286428 /// NM_003800 /// XM_011536219 /// XR_942617"	"Q24JT4"
"NM_001286426 /// NM_001286428 /// NM_003800 /// XM_011536219 /// XR_942617"	"A9NIU4"
"NM_001286426 /// NM_001286428 /// NM_003800 /// XM_011536219 /// XR_942617"	"Q658N7	EC:2.7.11.1	608616	NP_001092093"
"NM_001286426 /// NM_001286428 /// NM_003800 /// XM_011536219 /// XR_942617"	"NP_001258152"
"NM_001286426 /// NM_001286428 /// NM_003800 /// XM_011536219 /// XR_942617"	"NP_443075"
"NM_001286426 /// NM_001286428 /// NM_003800 /// XM_011536219 /// XR_942617"	"XP_005273344"
"NM_001286426 /// NM_001286428 /// NM_003800 /// XM_011536219 /// XR_942617"	"XP_005273345"
"NM_001286426 /// NM_001286428 /// NM_003800 /// XM_011536219 /// XR_942617"	"XP_005273346"
"NM_001286426 /// NM_001286428 /// NM_003800 /// XM_011536219 /// XR_942617"	"XP_005273347"
"NM_001286426 /// NM_001286428 /// NM_003800 /// XM_011536219 /// XR_942617"	"XP_005273348"
"NM_001286426 /// NM_001286428 /// NM_003800 /// XM_011536219 /// XR_942617"	"XP_005273349"
"NM_001286426 /// NM_001286428 /// NM_003800 /// XM_011536219 /// XR_942617"	"XP_005273350"
"NM_001286426 /// NM_001286428 /// NM_003800 /// XM_011536219 /// XR_942617"	"XP_005273351"
"NM_001286426 /// NM_001286428 /// NM_003800 /// XM_011536219 /// XR_942617"	"XP_005273352"
"NM_001286426 /// NM_001286428 /// NM_003800 /// XM_011536219 /// XR_942617"	"XP_005273353"
"NM_001286426 /// NM_001286428 /// NM_003800 /// XM_011536219 /// XR_942617"	"XP_005273354"
"NM_001286426 /// NM_001286428 /// NM_003800 /// XM_011536219 /// XR_942617"	"XP_005273355"
"NM_001286426 /// NM_001286428 /// NM_003800 /// XM_011536219 /// XR_942617"	"XP_005273356"
"NM_001286426 /// NM_001286428 /// NM_003800 /// XM_011536219 /// XR_942617"	"XP_005273357"
"NM_001286426 /// NM_001286428 /// NM_003800 /// XM_011536219 /// XR_942617"	"XP_005273358"
"NM_001286426 /// NM_001286428 /// NM_003800 /// XM_011536219 /// XR_942617"	"XP_005273359"
"NM_001286426 /// NM_001286428 /// NM_003800 /// XM_011536219 /// XR_942617"	"XP_005273361"
"NM_001286426 /// NM_001286428 /// NM_003800 /// XM_011536219 /// XR_942617"	"XP_005273362"
"NM_001286426 /// NM_001286428 /// NM_003800 /// XM_011536219 /// XR_942617"	"XP_005273364"
"NM_001286426 /// NM_001286428 /// NM_003800 /// XM_011536219 /// XR_942617"	"XP_005273366"
"NM_001286426 /// NM_001286428 /// NM_003800 /// XM_011536219 /// XR_942617"	"XP_005273367"
"NM_001286426 /// NM_001286428 /// NM_003800 /// XM_011536219 /// XR_942617"	"XP_006711882"
"NM_001286426 /// NM_001286428 /// NM_003800 /// XM_011536219 /// XR_942617"	"XP_006711883"
"NM_001286426 /// NM_001286428 /// NM_003800 /// XM_011536219 /// XR_942617"	"XP_006711884"
"NM_001286426 /// NM_001286428 /// NM_003800 /// XM_011536219 /// XR_942617"	"XP_006711885"
"NM_001286426 /// NM_001286428 /// NM_003800 /// XM_011536219 /// XR_942617"	"XP_006711886"
"NM_001286426 /// NM_001286428 /// NM_003800 /// XM_011536219 /// XR_942617"	"XP_006711887"
"NM_001286426 /// NM_001286428 /// NM_003800 /// XM_011536219 /// XR_942617"	"XP_006711888"
"NM_001286426 /// NM_001286428 /// NM_003800 /// XM_011536219 /// XR_942617"	"XP_006711889"
"NM_001286426 /// NM_001286428 /// NM_003800 /// XM_011536219 /// XR_942617"	"XP_006711890"
"NM_001286426 /// NM_001286428 /// NM_003800 /// XM_011536219 /// XR_942617"	"XP_006711891"
"NM_001286426 /// NM_001286428 /// NM_003800 /// XM_011536219 /// XR_942617"	"XP_006711892"
"NM_001286426 /// NM_001286428 /// NM_003800 /// XM_011536219 /// XR_942617"	"XP_011542592"
"NM_001286426 /// NM_001286428 /// NM_003800 /// XM_011536219 /// XR_942617"	"XP_011542593"
"NM_001286426 /// NM_001286428 /// NM_003800 /// XM_011536219 /// XR_942617"	"XP_011542594"
"NM_001286426 /// NM_001286428 /// NM_003800 /// XM_011536219 /// XR_942617"	"XP_011542595"
"NM_001286426 /// NM_001286428 /// NM_003800 /// XM_011536219 /// XR_942617"	"XP_011542596"
"NM_001286426 /// NM_001286428 /// NM_003800 /// XM_011536219 /// XR_942617"	"XP_011542597"
"NM_001286426 /// NM_001286428 /// NM_003800 /// XM_011536219 /// XR_942617"	"XP_011542598"
"NM_001286426 /// NM_001286428 /// NM_003800 /// XM_011536219 /// XR_942617"	"XP_011542599"
"NM_001286426 /// NM_001286428 /// NM_003800 /// XM_011536219 /// XR_942617"	"XP_011542600"
"NM_001286426 /// NM_001286428 /// NM_003800 /// XM_011536219 /// XR_942617"	"XP_011542601	NM_001098623"
"NM_001286426 /// NM_001286428 /// NM_003800 /// XM_011536219 /// XR_942617"	"NM_001271223"
"NM_001286426 /// NM_001286428 /// NM_003800 /// XM_011536219 /// XR_942617"	"NM_052843"
"NM_001286426 /// NM_001286428 /// NM_003800 /// XM_011536219 /// XR_942617"	"XM_005273287"
"NM_001286426 /// NM_001286428 /// NM_003800 /// XM_011536219 /// XR_942617"	"XM_005273288"
"NM_001286426 /// NM_001286428 /// NM_003800 /// XM_011536219 /// XR_942617"	"XM_005273289"
"NM_001286426 /// NM_001286428 /// NM_003800 /// XM_011536219 /// XR_942617"	"XM_005273290"
"NM_001286426 /// NM_001286428 /// NM_003800 /// XM_011536219 /// XR_942617"	"XM_005273291"
"NM_001286426 /// NM_001286428 /// NM_003800 /// XM_011536219 /// XR_942617"	"XM_005273292"
"NM_001286426 /// NM_001286428 /// NM_003800 /// XM_011536219 /// XR_942617"	"XM_005273293"
"NM_001286426 /// NM_001286428 /// NM_003800 /// XM_011536219 /// XR_942617"	"XM_005273294"
"NM_001286426 /// NM_001286428 /// NM_003800 /// XM_011536219 /// XR_942617"	"XM_005273295"
"NM_001286426 /// NM_001286428 /// NM_003800 /// XM_011536219 /// XR_942617"	"XM_005273296"
"NM_001286426 /// NM_001286428 /// NM_003800 /// XM_011536219 /// XR_942617"	"XM_005273297"
"NM_001286426 /// NM_001286428 /// NM_003800 /// XM_011536219 /// XR_942617"	"XM_005273298"
"NM_001286426 /// NM_001286428 /// NM_003800 /// XM_011536219 /// XR_942617"	"XM_005273299"
"NM_001286426 /// NM_001286428 /// NM_003800 /// XM_011536219 /// XR_942617"	"XM_005273300"
"NM_001286426 /// NM_001286428 /// NM_003800 /// XM_011536219 /// XR_942617"	"XM_005273301"
"NM_001286426 /// NM_001286428 /// NM_003800 /// XM_011536219 /// XR_942617"	"XM_005273302"
"NM_001286426 /// NM_001286428 /// NM_003800 /// XM_011536219 /// XR_942617"	"XM_005273304"
"NM_001286426 /// NM_001286428 /// NM_003800 /// XM_011536219 /// XR_942617"	"XM_005273305"
"NM_001286426 /// NM_001286428 /// NM_003800 /// XM_011536219 /// XR_942617"	"XM_005273307"
"NM_001286426 /// NM_001286428 /// NM_003800 /// XM_011536219 /// XR_942617"	"XM_005273309"
"NM_001286426 /// NM_001286428 /// NM_003800 /// XM_011536219 /// XR_942617"	"XM_005273310"
"NM_001286426 /// NM_001286428 /// NM_003800 /// XM_011536219 /// XR_942617"	"XM_006711819"
"NM_001286426 /// NM_001286428 /// NM_003800 /// XM_011536219 /// XR_942617"	"XM_006711820"
"NM_001286426 /// NM_001286428 /// NM_003800 /// XM_011536219 /// XR_942617"	"XM_006711821"
"NM_001286426 /// NM_001286428 /// NM_003800 /// XM_011536219 /// XR_942617"	"XM_006711822"
