ID	gene_symbol	n
11755317_x_at	CBWD7	4
11755382_x_at	IGLL5	4
11755382_x_at	IGLV1-36	4
11755382_x_at	IGLV1-44	4
11755382_x_at	IGLV1-47	4
11755440_s_at	SPDYE1	5
11755440_s_at	SPDYE16	5
11755440_s_at	SPDYE18	5
11755440_s_at	SPDYE5	5
11755440_s_at	SPDYE8P	5
11755564_x_at	CCL3L1	2
11755564_x_at	CCL3L3	2
11755579_s_at	LOC653786	2
11755579_s_at	OTOA	2
11756093_x_at	IGHV1-69	2
11756093_x_at	IGHV1-69-2	2
11756139_s_at	LOC728554	2
11756139_s_at	THOC3	2
11756504_s_at	LOC728715	3
11756504_s_at	OVOS	3
11756504_s_at	OVOS2	3
11756538_s_at	JMJD7	3
11756538_s_at	JMJD7-PLA2G4B	3
11756538_s_at	PLA2G4B	3
11756676_s_at	NBPF22P	3
11756676_s_at	NBPF4	3
11756676_s_at	NBPF6	3
11756682_x_at	INO80B-WBP1	2
11756682_x_at	WBP1	2
11757081_s_at	OXCT2	2
11757081_s_at	OXCT2P1	2
11757085_s_at	ASAH2	3
11757085_s_at	ASAH2B	3
11757085_s_at	LOC102725241	3
11757088_s_at	FAM157A	3
11757088_s_at	FAM157B	3
11757088_s_at	LOC102723872	3
11757096_s_at	ZNF492	3
11757096_s_at	ZNF849P	3
11757096_s_at	ZNF98	3
11757105_s_at	UBTFL1	3
11757105_s_at	UBTFL2	3
11757105_s_at	UBTFL6	3
11757108_a_at	GSTTP1	3
11757108_a_at	GSTTP2	3
11757108_a_at	LOC100652871	3
11757119_at	RPSA	2
11757119_at	SNORA6	2
11757129_at	RPS3	2
11757129_at	SNORD15A	2
11757147_s_at	SNHG15	2
11757147_s_at	SNORA9	2
11757148_at	RPL23	2
11757148_at	SNORA21	2
11757388_x_at	C7orf76	3
11757388_x_at	LOC100506136	3
11757388_x_at	SHFM1	3
11757394_a_at	LOC102724159	2
11757394_a_at	PWP2	2
11757495_s_at	LRRC37B	2
11757495_s_at	LRRC37BP1	2
11757562_s_at	CLEC18A	3
11757562_s_at	CLEC18B	3
11757562_s_at	CLEC18C	3
11757565_s_at	SPIN2A	2
11757565_s_at	SPIN2B	2
11757623_s_at	RNF5	2
11757623_s_at	RNF5P1	2
11757724_x_at	BSCL2	2
11757724_x_at	HNRNPUL2-BSCL2	2
11757936_s_at	GCSHP3	2
11757936_s_at	LOC641746	2
11758010_s_at	GOLGA6L1	3
11758010_s_at	GOLGA6L22	3
11758010_s_at	GOLGA6L6	3
11758143_s_at	GLUD1P3	2
11758143_s_at	LOC101927562	2
11758302_x_at	LINC01001	4
11758302_x_at	LOC100133331	4
11758302_x_at	LOC101929819	4
11758302_x_at	LOC729737	4
11758313_x_at	RPS10P19	2
11758313_x_at	RPS10P3	2
11758331_s_at	LINC00266-1	4
11758331_s_at	LINC01347	4
11758331_s_at	LOC101927097	4
11758331_s_at	LOC102723928	4
11758332_x_at	LOC100132062	3
11758332_x_at	LOC100132287	3
11758332_x_at	LOC105379556	3
11758351_x_at	LOC101060128	3
11758351_x_at	LOC101060341	3
11758351_x_at	LOC101927999	3
11758358_x_at	HELLPAR	6
11758358_x_at	HERC2P4	6
11758358_x_at	HERC2P5	6
11758358_x_at	HERC2P8	6
11758358_x_at	LOC100422737	6
11758358_x_at	SLC9A4	6
11758420_s_at	TRIM43	2
11758420_s_at	TRIM43B	2
11758467_s_at	CCZ1	2
11758467_s_at	CCZ1B	2
11758632_s_at	CXorf51A	2
11758632_s_at	CXorf51B	2
11758666_s_at	LOC105369215	6
11758666_s_at	LOC105372856	6
11758666_s_at	LOC105372867	6
11758666_s_at	LOC105372941	6
11758666_s_at	LOC105379519	6
11758666_s_at	LOC105379550	6
11758699_x_at	FAM25BP	3
11758699_x_at	FAM25C	3
11758699_x_at	FAM25G	3
11758718_x_at	ATP5EP2	2
11758718_x_at	SLMO2-ATP5E	2
11759457_x_at	OR4D12P	23
11759457_x_at	OR7E117P	23
11759457_x_at	OR7E125P	23
11759457_x_at	OR7E128P	23
11759457_x_at	OR7E129P	23
11759457_x_at	OR7E136P	23
11759457_x_at	OR7E140P	23
11759457_x_at	OR7E145P	23
11759457_x_at	OR7E149P	23
11759457_x_at	OR7E154P	23
11759457_x_at	OR7E157P	23
11759457_x_at	OR7E163P	23
11759457_x_at	OR7E1P	23
11759457_x_at	OR7E7P	23
11759457_x_at	OR7E83P	23
11759457_x_at	OR7E85P	23
11759457_x_at	OR7E86P	23
11759457_x_at	OR7E87P	23
11759457_x_at	OR7E89P	23
11759457_x_at	OR7E8P	23
11759457_x_at	OR7E93P	23
11759457_x_at	OR7E96P	23
11759457_x_at	OR7E99P	23
11759466_x_at	LOC101929774	2
11759466_x_at	LOC105376844	2
11759564_x_at	RPS2P46	2
11759564_x_at	RPS2P5	2
11759594_at	ERVK-19	5
11759594_at	ERVK-6	5
11759594_at	ERVK-9	5
11759594_at	LOC105369972	5
11759594_at	LOC105376906	5
11759617_at	IGLJ3	2
11759617_at	IGLV3-19	2
11759629_a_at	TRAC	4
11759629_a_at	TRAJ17	4
11759629_a_at	TRAV20	4
11759629_a_at	TRDV2	4
11759652_x_at	IGKV1-12	2
11759652_x_at	IGKV1D-12	2
11759773_a_at	LOC102723847	3
11759773_a_at	LOC105377615	3
11759773_a_at	MGC39584	3
11759857_at	HLA-V	2
11759857_at	LOC554223	2
11760050_x_at	LOC100134368	2
11760050_x_at	RPL23AP5	2
11760278_at	HCG8	2
11760278_at	ZNRD1-AS1	2
11761012_x_at	LOC102724728	2
11761012_x_at	POM121L7	2
11761856_x_at	GTF2IP20	2
11761856_x_at	LOC100133182	2
11761899_a_at	IGH	2
11761899_a_at	IGHA2	2
11761918_x_at	TRBC1	2
11761918_x_at	TRBV19	2
11762206_s_at	DRD5P2	2
11762206_s_at	LOC101060524	2
11762239_s_at	LOC101926969	4
11762239_s_at	LOC105371175	4
11762239_s_at	LOC105371206	4
11762239_s_at	LOC105371216	4
11762287_x_at	TRBC2	4
11762287_x_at	TRBV3-1	4
11762287_x_at	TRBV5-4	4
11762287_x_at	TRBV6-5	4
11762465_x_at	LOC101060604	3
11762465_x_at	SLC7A5P1	3
11762465_x_at	SLC7A5P2	3
11762788_at	ERVK3-2	2
11762788_at	LOC100506358	2
11762818_at	LOC101927533	2
11762818_at	LOC440867	2
11762929_x_at	FAM66D	2
11762929_x_at	LOC100506990	2
11762989_s_at	TRAV38-1	2
11762989_s_at	TRAV38-2DV8	2
11762992_at	ATP6	2
11762992_at	COX1	2
11763076_at	DEFT1P	2
11763076_at	DEFT1P2	2
11763086_at	C5orf17	2
11763086_at	LOC105374689	2
11763144_x_at	IGKV3-11	2
11763144_x_at	IGKV3D-11	2
11763222_x_at	IGK	5
11763222_x_at	IGKV1-16	5
11763222_x_at	IGKV1-5	5
11763222_x_at	IGKV1D-16	5
11763222_x_at	IGKV1D-17	5
11763225_x_at	IGLV1-41	2
11763225_x_at	IGLV1-51	2
11763228_x_at	IGKV1-13	2
11763228_x_at	IGKV1D-13	2
11763239_x_at	BMS1P20	6
11763239_x_at	IGLC2	6
11763239_x_at	IGLC3	6
11763239_x_at	IGLJ2	6
11763239_x_at	IGLV3-25	6
11763239_x_at	IGLV7-46	6
11763253_x_at	IGKV2-28	2
11763253_x_at	IGKV2D-28	2
11763254_at	CYAT1	4
11763254_at	IGLC7	4
11763254_at	IGLV1-50	4
11763254_at	IGLV4-3	4
11763298_at	ERVK3-1	2
11763298_at	LOC105372481	2
11763389_a_at	LINC00906	2
11763389_a_at	LOC102724958	2
11763457_x_at	RPL41P1	3
11763457_x_at	RPL41P2	3
11763457_x_at	RPL41P5	3
11763502_x_at	LOC100287497	2
11763502_x_at	LOC101926980	2
11763640_x_at	IGKV1-39	2
11763640_x_at	IGKV1D-39	2
11763663_x_at	IGKV1-33	2
11763663_x_at	IGKV1D-33	2
11763873_s_at	LOC100128108	2
11763873_s_at	LOC400464	2
11763884_x_at	LOC100996442	6
11763884_x_at	LOC102724394	6
11763884_x_at	LOC105375292	6
11763884_x_at	LOC105376781	6
11763884_x_at	LOC105377771	6
11763884_x_at	LOC388572	6
11763893_s_at	SNORA59A	2
11763893_s_at	SNORA59B	2
11763896_at	SNHG25	2
11763896_at	SNORA50C	2
11763906_at	CCT6P1	3
11763906_at	CCT6P3	3
11763906_at	SNORA22	3
11763923_x_at	RPL32P3	3
11763923_x_at	SNORA7A	3
11763923_x_at	SNORA7B	3
